State,Crop,Season,Area,Annual_Rainfall,Fertilizer,Yield
Telangana,tea,Zaid,19.76,2726.49,175.65,52.28
Andhra Pradesh,coriander,Rabi,18.9,1366.99,98.52,31.41
Tamil Nadu,sugarcane,Kharif,18.13,1207.25,152.95,83.1
Tamil Nadu,sugarcane,Kharif,18.14,1941.74,94.3,91.03
Rajasthan,coffee,Kharif,17.67,1746.02,45.43,34.29
West Bengal,ginger,Kharif,4.84,2053.33,201.96,43.5
Rajasthan,soybean,Rabi,19.62,1465.23,60.52,35.38
Telangana,wheat,Kharif,19.35,454.64,105.18,34.58
Punjab,cotton,Kharif,3.62,2907.91,323.63,47.87
Rajasthan,tea,Kharif,11.23,2750.64,112.11,42.18
Haryana,sugarcane,Kharif,6.54,1516.28,225.53,92.83
Odisha,maize,Kharif,13.41,2271.77,254.67,55.21
Haryana,cotton,Zaid,18.83,2771.94,142.71,47.36
Rajasthan,millet,Kharif,10.39,2754.11,50.09,45.36
Punjab,turmeric,Rabi,4.01,1886.68,200.99,48.83
Bihar,tea,Kharif,12.29,695.96,45.66,25.24
Andhra Pradesh,sugarcane,Kharif,6.75,454.22,111.02,76.02
Madhya Pradesh,sugarcane,Zaid,7.41,2828.58,98.58,94.0
Kerala,millet,Kharif,10.95,863.04,67.95,34.07
Telangana,pulses,Rabi,19.44,1805.2,301.02,42.13
Punjab,coriander,Rabi,10.06,2871.58,63.71,46.49
Haryana,soybean,Zaid,19.16,1616.32,280.96,49.99
West Bengal,cumin,Zaid,4.12,1819.84,211.38,40.01
Tamil Nadu,coriander,Rabi,11.53,348.52,69.63,21.32
Telangana,ginger,Rabi,10.61,1793.2,319.15,53.58
Maharashtra,pulses,Zaid,2.19,479.98,122.24,26.09
West Bengal,chilli,Kharif,15.3,1390.37,177.47,39.73
Maharashtra,cumin,Zaid,9.03,1895.77,276.74,40.36
Bihar,cumin,Rabi,3.04,2869.45,337.49,48.82
Karnataka,tea,Zaid,19.62,2574.17,253.94,55.92
Maharashtra,cumin,Rabi,1.65,1572.63,125.94,33.09
Telangana,millet,Zaid,9.76,1931.12,180.49,46.2
Assam,maize,Kharif,12.48,1100.4,180.55,40.43
Kerala,tea,Kharif,19.11,1988.39,106.2,39.08
Punjab,pulses,Zaid,0.94,1015.02,137.25,25.05
Maharashtra,ginger,Rabi,19.94,1381.93,289.99,43.54
West Bengal,sugarcane,Rabi,4.74,1319.93,133.86,86.12
Tamil Nadu,pulses,Zaid,8.25,583.77,84.68,26.24
Bihar,tea,Zaid,17.22,1001.83,266.42,39.01
Bihar,ginger,Zaid,17.82,2713.31,148.18,51.3
Uttar Pradesh,chilli,Kharif,4.6,1933.37,173.2,44.73
Bihar,wheat,Zaid,17.26,738.34,65.8,40.36
Madhya Pradesh,pulses,Rabi,1.43,1684.06,154.0,30.51
West Bengal,tea,Rabi,9.1,1713.71,106.81,35.0
Rajasthan,sugarcane,Zaid,18.59,1768.46,126.35,88.35
Odisha,pulses,Zaid,19.06,393.19,224.52,23.78
Telangana,coffee,Kharif,2.39,2097.81,108.06,38.56
Kerala,millet,Kharif,8.66,2682.59,343.11,56.9
Assam,groundnut,Kharif,15.88,2866.77,236.13,58.45
Rajasthan,rice,Zaid,3.69,2662.23,86.72,60.74
Haryana,tea,Kharif,1.04,1750.16,114.59,37.12
Tamil Nadu,coffee,Rabi,16.14,1900.15,233.52,40.74
Assam,soybean,Rabi,19.16,1646.45,205.65,47.38
Assam,turmeric,Rabi,5.7,2552.28,56.2,40.63
Odisha,pulses,Kharif,16.01,942.96,193.26,28.85
Punjab,soybean,Zaid,3.35,2237.56,95.01,46.88
Punjab,cumin,Zaid,16.44,1931.49,182.29,39.75
Kerala,groundnut,Kharif,17.37,1529.19,261.18,45.75
Kerala,chilli,Kharif,15.08,424.1,298.14,40.23
Rajasthan,pulses,Kharif,15.11,788.8,243.56,30.72
Tamil Nadu,cotton,Rabi,7.49,2395.49,304.45,48.09
West Bengal,chilli,Rabi,0.55,2755.81,312.13,57.8
Tamil Nadu,millet,Kharif,8.25,629.94,110.2,33.08
Tamil Nadu,ginger,Kharif,11.11,2048.46,287.98,52.05
Rajasthan,rice,Rabi,18.63,2781.78,110.08,55.79
Kerala,coffee,Kharif,1.21,2833.12,216.79,49.76
Madhya Pradesh,soybean,Rabi,6.2,548.34,220.17,37.98
Odisha,soybean,Kharif,2.7,2632.66,109.73,47.82
Madhya Pradesh,chilli,Kharif,6.3,1793.02,285.2,44.18
Andhra Pradesh,cumin,Zaid,10.7,945.68,214.66,33.3
Assam,rice,Rabi,3.41,2660.62,176.76,54.55
Telangana,tea,Kharif,6.55,2537.08,326.66,53.1
Bihar,turmeric,Rabi,5.36,509.65,283.09,40.72
West Bengal,tea,Rabi,13.85,756.75,304.16,33.71
West Bengal,rice,Zaid,5.07,647.58,336.97,43.11
West Bengal,coriander,Kharif,16.99,1096.21,203.81,32.33
Uttar Pradesh,wheat,Rabi,3.56,1984.78,276.01,48.51
Punjab,cotton,Rabi,0.74,2197.06,240.94,43.26
Bihar,chilli,Rabi,19.89,1878.71,160.41,50.45
West Bengal,rice,Zaid,15.78,1006.36,209.69,47.19
Rajasthan,tea,Rabi,12.41,1628.45,268.53,41.64
Maharashtra,coffee,Zaid,10.13,500.08,188.57,31.06
Madhya Pradesh,tea,Rabi,10.33,2930.82,44.21,45.12
Bihar,wheat,Zaid,1.65,2690.14,44.26,59.87
Rajasthan,cotton,Zaid,2.68,1420.68,148.8,36.11
Tamil Nadu,turmeric,Rabi,1.31,1544.03,202.86,47.18
Telangana,groundnut,Kharif,7.37,729.78,263.04,44.01
Maharashtra,tea,Rabi,14.07,1765.9,232.9,43.79
Uttar Pradesh,tea,Rabi,13.62,2492.13,70.05,35.38
Andhra Pradesh,turmeric,Kharif,4.46,1144.7,70.09,35.86
Tamil Nadu,rice,Kharif,6.85,1798.85,315.89,58.17
Andhra Pradesh,turmeric,Kharif,9.86,2076.68,222.52,48.93
Karnataka,pulses,Zaid,14.6,412.35,106.37,21.67
West Bengal,groundnut,Zaid,19.73,2560.12,119.29,51.68
Assam,cumin,Rabi,12.66,2363.13,182.44,43.76
Punjab,wheat,Zaid,3.26,1131.49,222.34,45.9
Tamil Nadu,maize,Zaid,7.87,1652.44,313.75,48.3
Assam,cumin,Zaid,19.82,1921.13,94.88,32.06
Rajasthan,cotton,Kharif,8.2,2815.48,150.59,44.02
Bihar,millet,Kharif,10.18,772.11,134.58,32.23
Andhra Pradesh,chilli,Zaid,6.94,581.41,150.16,38.02
Tamil Nadu,sugarcane,Zaid,12.89,1842.97,47.45,85.14
Bihar,sugarcane,Kharif,4.79,433.77,84.8,83.76
Uttar Pradesh,coffee,Kharif,9.44,1523.84,346.42,44.44
Andhra Pradesh,ginger,Kharif,9.47,2121.35,189.88,52.7
Uttar Pradesh,chilli,Kharif,4.03,1571.57,63.94,41.1
Punjab,sugarcane,Kharif,1.49,2025.63,226.21,97.63
Punjab,ginger,Kharif,10.02,2351.42,174.09,48.42
Odisha,ginger,Zaid,16.23,2804.86,279.71,54.58
Haryana,sugarcane,Rabi,6.99,1063.56,185.86,85.53
West Bengal,coriander,Zaid,17.67,792.56,323.84,35.56
Karnataka,groundnut,Rabi,13.17,586.68,155.84,39.19
Bihar,coffee,Kharif,11.85,1569.88,153.18,37.05
Maharashtra,cumin,Rabi,17.34,2744.35,300.42,42.2
Haryana,sugarcane,Zaid,19.47,930.22,276.03,90.4
Assam,pulses,Kharif,2.8,346.49,319.26,30.57
Maharashtra,maize,Rabi,12.68,1912.04,57.91,41.66
Karnataka,groundnut,Zaid,3.58,1443.8,222.62,48.37
Punjab,groundnut,Zaid,6.17,355.4,52.17,26.54
West Bengal,chilli,Zaid,7.46,1245.95,43.69,38.54
Kerala,soybean,Rabi,16.36,1542.66,315.61,50.4
Assam,coffee,Kharif,4.25,352.15,241.57,33.46
Assam,coffee,Kharif,3.79,954.62,260.8,32.45
Maharashtra,maize,Zaid,9.72,2397.83,338.8,59.84
Madhya Pradesh,millet,Rabi,1.38,2622.09,162.74,45.61
Odisha,cotton,Rabi,16.59,2495.93,214.66,44.97
Kerala,ginger,Zaid,8.84,2894.07,112.03,52.34
Karnataka,millet,Rabi,0.51,759.39,315.08,39.34
West Bengal,tea,Kharif,8.75,2704.5,295.77,59.19
Odisha,maize,Zaid,10.69,1866.41,63.6,47.01
Tamil Nadu,pulses,Kharif,3.86,2991.01,331.5,51.07
Uttar Pradesh,millet,Kharif,10.0,2408.29,332.18,56.35
Maharashtra,maize,Zaid,2.58,2935.28,320.83,59.49
Rajasthan,tea,Rabi,15.45,2196.05,251.73,47.25
Assam,wheat,Rabi,14.02,785.09,134.5,34.79
Assam,groundnut,Kharif,9.12,1894.74,300.58,55.56
Rajasthan,millet,Kharif,10.35,1084.81,291.92,41.88
Tamil Nadu,turmeric,Zaid,13.9,2541.15,181.15,51.66
Andhra Pradesh,soybean,Kharif,15.42,2975.48,83.53,51.32
Assam,coriander,Zaid,10.54,2636.61,77.71,36.39
Haryana,rice,Kharif,12.06,2820.66,93.79,58.86
Tamil Nadu,ginger,Kharif,9.58,2874.97,75.14,54.88
Rajasthan,groundnut,Rabi,7.3,1877.72,60.71,43.64
Telangana,millet,Rabi,4.58,345.92,173.28,30.28
Uttar Pradesh,rice,Zaid,4.4,2590.82,106.47,48.59
Haryana,ginger,Kharif,18.55,2107.25,124.99,44.22
West Bengal,sugarcane,Rabi,18.15,2427.8,339.41,100.73
Uttar Pradesh,rice,Rabi,1.2,2211.4,272.01,64.35
Telangana,turmeric,Zaid,15.17,2633.43,249.98,60.82
West Bengal,wheat,Kharif,15.83,1959.92,230.06,53.78
Andhra Pradesh,coffee,Kharif,5.16,832.08,45.87,26.21
Telangana,chilli,Kharif,14.07,1907.85,94.35,44.39
Haryana,maize,Rabi,2.95,2612.21,107.41,51.28
Odisha,soybean,Zaid,12.57,1480.19,204.4,42.04
West Bengal,maize,Kharif,14.57,896.79,347.61,46.75
Tamil Nadu,coriander,Zaid,1.18,521.42,304.08,29.81
Odisha,maize,Zaid,6.86,2972.04,301.8,56.77
Assam,coffee,Rabi,13.82,2721.78,142.99,44.63
Telangana,rice,Zaid,19.59,536.6,347.81,48.51
Karnataka,soybean,Zaid,17.82,2184.06,99.99,40.42
Kerala,ginger,Kharif,14.87,2867.48,151.18,52.35
Rajasthan,rice,Kharif,6.09,2391.64,314.85,67.62
Kerala,turmeric,Rabi,1.55,2346.21,197.27,52.41
Assam,sugarcane,Rabi,1.65,686.73,160.2,80.74
Tamil Nadu,pulses,Zaid,9.68,479.36,217.52,24.61
Rajasthan,millet,Zaid,2.91,1577.26,75.98,36.4
Madhya Pradesh,tea,Rabi,11.92,1461.39,290.09,44.76
Karnataka,soybean,Zaid,12.87,2204.92,306.81,50.64
West Bengal,sugarcane,Zaid,12.2,2729.49,197.45,99.96
Odisha,rice,Zaid,15.08,912.04,129.33,44.4
Assam,sugarcane,Kharif,1.53,542.64,202.17,81.43
Uttar Pradesh,groundnut,Rabi,7.19,2896.88,107.92,56.15
Assam,ginger,Zaid,1.82,373.59,173.21,36.18
Andhra Pradesh,coriander,Zaid,6.37,1711.4,218.61,37.7
Haryana,chilli,Kharif,4.67,2643.27,176.19,51.26
Maharashtra,turmeric,Rabi,9.96,819.97,71.99,36.78
Andhra Pradesh,coffee,Zaid,6.92,2937.9,171.84,46.13
Tamil Nadu,cumin,Rabi,19.46,2249.25,328.09,44.72
Kerala,turmeric,Zaid,4.36,315.14,82.02,32.27
Telangana,coffee,Rabi,14.63,1276.04,89.04,32.26
Haryana,cotton,Zaid,13.17,2785.67,306.44,52.74
Odisha,turmeric,Rabi,2.72,1432.12,320.75,48.0
Andhra Pradesh,cumin,Kharif,6.66,2290.82,260.58,38.29
Assam,millet,Zaid,3.28,1434.26,327.88,44.87
Punjab,coffee,Zaid,5.34,2725.88,172.47,42.86
Madhya Pradesh,maize,Rabi,10.67,2160.92,190.26,49.96
Bihar,rice,Rabi,9.79,1348.97,249.39,51.25
Maharashtra,chilli,Rabi,10.74,2147.71,253.38,50.82
Tamil Nadu,tea,Kharif,7.63,1497.96,139.12,40.78
Punjab,cumin,Kharif,19.77,2045.74,312.13,36.97
Tamil Nadu,maize,Rabi,7.31,1518.67,322.57,51.49
Kerala,pulses,Zaid,12.73,1251.35,183.69,34.5
Odisha,pulses,Rabi,11.29,768.71,64.9,23.3
Telangana,tea,Rabi,12.96,1391.91,251.59,42.18
Uttar Pradesh,coriander,Kharif,12.58,2992.74,296.49,51.66
Punjab,tea,Rabi,19.2,842.8,244.62,39.61
Rajasthan,cumin,Kharif,18.98,2556.81,174.72,45.94
Kerala,wheat,Zaid,11.27,2612.25,71.4,53.84
Kerala,cumin,Rabi,19.23,1455.46,266.99,40.75
Odisha,ginger,Rabi,18.68,708.05,240.96,40.27
Bihar,cotton,Kharif,3.88,1857.32,56.02,39.91
Andhra Pradesh,groundnut,Rabi,1.22,625.39,333.68,42.95
Andhra Pradesh,maize,Kharif,18.54,2777.6,160.27,56.88
Rajasthan,millet,Rabi,1.21,2501.9,102.47,46.15
Punjab,groundnut,Rabi,14.8,1313.77,273.86,48.84
Odisha,turmeric,Zaid,17.25,2595.72,340.93,55.99
Telangana,coriander,Zaid,18.54,2546.34,127.92,44.76
Haryana,chilli,Kharif,2.98,800.62,78.38,37.47
Assam,cotton,Zaid,5.04,1008.3,74.82,31.32
Karnataka,groundnut,Kharif,8.23,1647.14,73.18,43.29
Bihar,cotton,Zaid,13.61,1353.07,275.12,38.42
Punjab,coriander,Zaid,4.17,1518.88,133.0,31.48
Kerala,pulses,Kharif,13.76,1925.43,41.83,31.83
Maharashtra,millet,Rabi,10.0,506.06,232.47,36.82
Tamil Nadu,rice,Rabi,1.12,1692.62,147.55,50.12
Kerala,soybean,Rabi,6.94,2873.46,215.66,53.98
Punjab,ginger,Rabi,14.95,1787.82,56.54,41.95
Odisha,sugarcane,Rabi,10.63,373.47,245.65,74.08
Punjab,cumin,Kharif,4.17,2070.34,205.94,41.4
Assam,turmeric,Kharif,17.38,877.46,323.8,44.07
Odisha,rice,Kharif,12.19,2681.72,104.94,54.84
Assam,cotton,Zaid,19.73,539.06,251.95,34.49
Haryana,millet,Zaid,5.5,1498.22,51.81,28.14
Kerala,wheat,Rabi,18.92,1331.84,49.18,34.65
Telangana,soybean,Zaid,7.46,2710.57,129.53,47.81
Telangana,pulses,Kharif,18.94,951.78,233.61,33.26
Uttar Pradesh,sugarcane,Rabi,11.33,2048.94,85.09,92.53
Punjab,sugarcane,Kharif,13.9,2665.1,162.6,96.06
Tamil Nadu,millet,Rabi,13.67,945.06,283.53,39.99
West Bengal,millet,Kharif,9.32,875.99,287.81,39.3
Punjab,coffee,Zaid,15.97,1163.2,279.21,42.27
Maharashtra,coriander,Zaid,3.47,2715.49,142.1,42.08
Uttar Pradesh,tea,Rabi,6.16,1619.74,329.65,43.51
Haryana,cotton,Kharif,3.14,2071.65,308.66,49.97
Haryana,cotton,Rabi,2.86,2631.76,346.83,56.28
Telangana,pulses,Rabi,1.92,2667.41,175.71,44.16
Kerala,sugarcane,Kharif,11.62,2892.4,199.1,100.06
Tamil Nadu,cotton,Rabi,18.55,2633.71,311.24,56.88
Uttar Pradesh,groundnut,Kharif,7.54,1475.05,88.37,42.03
Punjab,coffee,Rabi,7.8,1263.88,207.94,33.89
Madhya Pradesh,cumin,Kharif,16.51,2769.5,85.72,40.44
Assam,millet,Zaid,5.28,1746.54,175.84,41.02
Odisha,ginger,Zaid,6.33,353.73,192.51,33.6
Maharashtra,maize,Rabi,17.72,2730.36,336.61,64.66
Tamil Nadu,maize,Rabi,16.58,364.22,220.96,37.35
Madhya Pradesh,chilli,Rabi,7.74,849.75,55.71,31.22
Rajasthan,tea,Zaid,5.89,2793.2,194.48,47.69
Maharashtra,turmeric,Kharif,4.31,555.78,103.71,38.26
Punjab,sugarcane,Kharif,8.63,1985.29,338.2,98.65
Karnataka,cumin,Kharif,11.53,2401.29,111.48,39.53
Punjab,tea,Zaid,6.8,1085.58,53.27,33.57
Assam,groundnut,Zaid,3.41,1977.6,65.11,42.67
Punjab,maize,Rabi,2.77,712.49,200.53,39.83
Assam,maize,Kharif,12.27,2768.32,243.46,58.26
Karnataka,soybean,Rabi,16.31,1492.22,65.92,41.02
Punjab,soybean,Kharif,8.11,1986.84,312.75,55.22
Tamil Nadu,rice,Zaid,17.83,2301.09,275.36,58.61
Punjab,cotton,Kharif,10.1,2782.87,338.52,56.22
Maharashtra,millet,Zaid,0.59,667.57,278.15,38.38
Andhra Pradesh,cumin,Rabi,11.08,780.83,335.51,34.11
Telangana,cotton,Zaid,7.67,720.01,214.47,31.55
Tamil Nadu,chilli,Rabi,3.76,1143.83,95.13,30.48
Rajasthan,cumin,Kharif,1.67,1029.74,306.36,36.9
Rajasthan,soybean,Kharif,5.57,1170.55,145.9,39.31
Maharashtra,pulses,Rabi,2.23,1751.2,64.86,31.4
Kerala,maize,Rabi,12.04,2686.23,124.9,46.5
Punjab,cotton,Zaid,4.1,2931.38,117.28,43.61
Rajasthan,maize,Kharif,16.71,2956.21,125.32,52.98
Assam,millet,Zaid,14.07,1611.96,145.55,34.55
Karnataka,cotton,Zaid,0.79,730.05,113.84,22.14
Maharashtra,coriander,Kharif,18.53,2495.34,174.61,45.74
Bihar,cotton,Rabi,3.47,2908.26,148.08,48.64
West Bengal,ginger,Kharif,3.76,434.78,140.34,33.94
Odisha,ginger,Rabi,17.56,862.48,46.84,33.16
Maharashtra,cumin,Rabi,0.54,1617.39,135.68,27.61
Assam,millet,Rabi,12.94,1098.68,63.46,34.65
Telangana,sugarcane,Zaid,17.65,1806.19,227.48,94.91
Karnataka,groundnut,Kharif,18.45,471.42,174.65,34.95
Punjab,ginger,Zaid,2.33,1276.12,326.22,43.85
Karnataka,tea,Kharif,8.77,1328.11,247.7,37.79
Maharashtra,coffee,Kharif,18.11,1167.1,211.86,38.28
West Bengal,pulses,Zaid,5.1,630.26,184.19,31.05
Bihar,coriander,Rabi,4.95,1775.81,212.84,37.21
Haryana,coriander,Zaid,5.1,1745.22,191.21,39.64
Assam,cotton,Kharif,4.4,1889.21,339.58,47.28
Haryana,wheat,Kharif,3.82,944.27,245.1,47.51
Madhya Pradesh,rice,Rabi,4.78,2775.05,130.45,57.01
Andhra Pradesh,rice,Rabi,1.49,2767.82,235.51,60.13
Kerala,cotton,Kharif,12.42,2942.96,214.26,47.03
Assam,chilli,Rabi,11.93,1582.77,89.95,34.42
Assam,groundnut,Zaid,18.08,1824.85,109.07,41.86
Karnataka,millet,Kharif,8.87,1238.88,124.63,30.64
Madhya Pradesh,millet,Kharif,6.75,1263.52,79.14,30.27
Uttar Pradesh,wheat,Kharif,18.64,2833.72,46.25,50.07
Andhra Pradesh,sugarcane,Zaid,17.5,2081.37,98.53,88.19
Maharashtra,chilli,Rabi,2.01,1326.84,107.0,38.73
Assam,sugarcane,Rabi,14.93,2297.45,163.17,93.51
Telangana,soybean,Kharif,1.6,2480.28,226.64,53.34
Punjab,coffee,Rabi,18.26,2837.46,165.84,51.66
Andhra Pradesh,pulses,Zaid,6.54,1712.62,210.67,36.82
Karnataka,chilli,Kharif,17.31,2390.39,281.97,51.47
Karnataka,coriander,Kharif,19.33,1292.42,60.2,25.98
Bihar,groundnut,Zaid,2.46,1784.19,282.63,54.98
Andhra Pradesh,wheat,Rabi,13.65,1605.79,127.54,41.63
Uttar Pradesh,ginger,Zaid,8.53,592.12,87.8,38.05
Bihar,sugarcane,Rabi,8.47,1013.57,246.31,87.8
Andhra Pradesh,turmeric,Kharif,12.24,716.73,65.97,30.51
Odisha,chilli,Kharif,11.05,2242.02,245.03,54.97
West Bengal,tea,Zaid,14.49,1804.56,237.99,42.33
Bihar,pulses,Zaid,19.17,2803.2,89.88,41.38
Rajasthan,rice,Rabi,11.02,1500.21,252.68,50.13
Madhya Pradesh,groundnut,Zaid,10.28,2172.61,181.53,51.78
Assam,coffee,Rabi,9.07,2092.8,53.05,35.22
Andhra Pradesh,pulses,Rabi,9.06,481.4,55.15,21.08
Assam,pulses,Kharif,16.23,1228.06,156.64,33.33
Assam,turmeric,Zaid,14.94,1269.08,63.66,39.57
Karnataka,cotton,Rabi,6.32,610.98,303.14,36.14
Rajasthan,millet,Kharif,16.38,1360.9,69.23,32.47
Madhya Pradesh,sugarcane,Zaid,15.75,681.78,77.77,73.03
Telangana,ginger,Zaid,13.8,1228.3,154.03,40.2
Assam,groundnut,Rabi,15.4,1363.06,149.08,45.6
Telangana,rice,Kharif,6.54,1757.83,85.16,49.3
Rajasthan,coriander,Kharif,16.76,2267.05,88.33,42.21
Madhya Pradesh,tea,Kharif,11.73,2739.54,215.31,44.35
Odisha,chilli,Rabi,1.81,1975.73,334.26,51.36
Andhra Pradesh,cumin,Rabi,19.95,1798.04,103.82,30.86
Odisha,coffee,Zaid,3.06,1759.78,305.32,46.04
Assam,millet,Kharif,17.54,753.54,208.47,32.9
Kerala,millet,Zaid,17.09,2706.91,268.61,59.31
Kerala,cotton,Zaid,15.58,960.96,158.03,32.19
Punjab,maize,Zaid,1.37,1394.95,202.23,45.34
Madhya Pradesh,coriander,Zaid,1.5,551.09,288.62,32.18
Rajasthan,cotton,Zaid,14.91,2306.02,342.15,53.21
Karnataka,coriander,Rabi,4.89,2595.82,309.02,48.88
Assam,cumin,Kharif,19.47,1273.22,84.55,34.74
Bihar,turmeric,Rabi,11.28,2768.41,93.45,52.66
Andhra Pradesh,sugarcane,Kharif,6.24,674.19,46.99,76.15
Bihar,rice,Kharif,15.12,357.9,306.77,46.01
Karnataka,wheat,Kharif,9.58,1452.8,255.52,49.87
Madhya Pradesh,wheat,Kharif,0.59,2061.0,339.62,58.37
West Bengal,wheat,Kharif,19.88,610.21,114.8,36.14
Uttar Pradesh,pulses,Rabi,1.32,1621.32,315.43,38.69
Karnataka,rice,Zaid,5.24,2608.34,291.33,64.15
Karnataka,soybean,Rabi,13.6,659.47,306.17,41.8
Telangana,millet,Kharif,8.35,2520.49,348.73,56.59
Tamil Nadu,cumin,Kharif,10.06,2384.11,317.06,47.51
Odisha,coffee,Zaid,15.39,2056.87,288.25,48.5
Kerala,chilli,Rabi,7.58,836.77,184.56,35.19
Odisha,coriander,Rabi,10.41,409.71,230.2,39.18
West Bengal,cumin,Kharif,1.27,2626.99,336.1,49.66
Haryana,turmeric,Zaid,12.45,1436.54,240.71,48.18
Tamil Nadu,chilli,Zaid,17.67,1913.65,299.99,51.87
Haryana,cotton,Rabi,2.31,2138.34,135.2,38.98
Tamil Nadu,coffee,Kharif,16.99,991.72,197.19,32.26
Andhra Pradesh,sugarcane,Rabi,13.22,876.22,261.84,85.37
Haryana,soybean,Rabi,18.24,1677.44,154.45,45.83
Rajasthan,millet,Zaid,11.03,441.44,308.7,35.4
Andhra Pradesh,cotton,Zaid,14.69,2820.86,313.59,52.46
Telangana,pulses,Kharif,11.61,2298.05,157.73,32.47
Andhra Pradesh,wheat,Kharif,11.37,1910.76,155.87,54.52
Uttar Pradesh,turmeric,Zaid,11.16,2288.33,283.56,54.92
Andhra Pradesh,coffee,Rabi,5.58,1054.25,340.26,45.29
Haryana,pulses,Zaid,7.36,1298.77,105.15,32.49
Telangana,pulses,Zaid,18.93,423.01,263.95,21.99
Kerala,groundnut,Zaid,17.1,1862.87,234.05,50.57
Uttar Pradesh,maize,Rabi,5.54,2438.8,131.03,51.32
Rajasthan,chilli,Kharif,17.48,2799.79,316.65,58.16
Punjab,groundnut,Zaid,18.58,701.01,285.27,39.45
Odisha,rice,Kharif,7.3,378.25,153.48,39.93
Telangana,soybean,Kharif,5.17,1269.14,247.87,42.43
Maharashtra,maize,Zaid,5.58,350.89,290.58,38.16
Uttar Pradesh,coriander,Zaid,5.44,657.42,148.53,27.23
Kerala,pulses,Rabi,12.23,1599.2,56.44,27.93
Assam,sugarcane,Kharif,16.17,1443.39,68.39,85.04
Andhra Pradesh,chilli,Rabi,19.33,831.18,345.8,37.83
Madhya Pradesh,groundnut,Kharif,13.12,415.51,124.69,34.95
Telangana,coffee,Kharif,12.45,2512.48,267.85,45.37
Haryana,wheat,Rabi,6.37,2001.32,69.84,44.91
Madhya Pradesh,cotton,Kharif,13.61,1677.21,132.0,40.33
Assam,ginger,Rabi,15.24,2455.3,127.22,48.19
Maharashtra,turmeric,Zaid,2.02,2773.31,52.8,47.19
Madhya Pradesh,tea,Zaid,15.46,443.23,100.43,31.5
Madhya Pradesh,coriander,Zaid,11.07,710.05,315.04,40.24
Uttar Pradesh,cotton,Rabi,13.61,2576.84,100.66,44.7
Rajasthan,maize,Kharif,17.69,1398.77,258.94,45.13
Assam,soybean,Rabi,7.15,946.86,307.92,44.35
Madhya Pradesh,groundnut,Rabi,14.32,1148.83,104.44,37.2
Tamil Nadu,chilli,Rabi,4.14,653.0,97.99,31.46
Bihar,cumin,Rabi,1.92,1109.43,202.66,27.52
Andhra Pradesh,maize,Zaid,15.35,2592.11,50.5,42.14
Odisha,cumin,Kharif,6.76,467.76,305.18,30.84
Maharashtra,soybean,Rabi,9.46,2441.04,102.39,47.01
Tamil Nadu,pulses,Kharif,12.87,2985.56,333.55,49.66
Bihar,tea,Zaid,6.42,415.24,245.02,32.82
Telangana,ginger,Rabi,7.57,2593.56,278.34,56.61
Uttar Pradesh,ginger,Zaid,15.5,1266.06,126.45,31.65
Andhra Pradesh,maize,Zaid,7.6,1554.12,297.54,52.2
Maharashtra,coriander,Kharif,5.93,1690.03,218.91,39.79
Madhya Pradesh,soybean,Kharif,7.04,878.75,259.27,45.7
Punjab,millet,Zaid,4.09,1881.04,297.44,46.37
Kerala,turmeric,Kharif,8.98,1025.69,76.75,39.52
Assam,cotton,Zaid,2.71,1076.36,334.4,38.76
Punjab,chilli,Zaid,8.05,1773.73,62.73,35.89
Maharashtra,sugarcane,Kharif,3.13,737.71,51.66,78.52
Kerala,rice,Kharif,9.07,797.34,239.39,49.92
Odisha,coriander,Zaid,13.69,2019.52,219.19,44.64
Madhya Pradesh,cotton,Rabi,17.56,2218.99,99.69,44.72
Madhya Pradesh,rice,Zaid,12.36,2941.89,213.02,61.17
West Bengal,ginger,Zaid,7.35,2174.17,318.82,51.03
Madhya Pradesh,coffee,Zaid,18.1,1317.92,267.8,38.43
Odisha,ginger,Rabi,4.59,2296.74,222.4,50.69
Assam,tea,Kharif,13.73,506.05,345.53,37.69
Rajasthan,pulses,Kharif,18.37,578.83,55.7,19.4
Madhya Pradesh,coriander,Kharif,15.75,1140.73,338.69,42.09
Uttar Pradesh,turmeric,Rabi,18.79,1757.14,216.45,45.68
Tamil Nadu,chilli,Rabi,4.99,1542.36,245.96,43.75
Haryana,soybean,Zaid,19.58,1512.25,83.16,39.94
Assam,pulses,Kharif,17.35,2108.54,213.73,40.58
Punjab,coffee,Zaid,10.22,662.7,74.0,25.32
Andhra Pradesh,cotton,Kharif,6.81,2792.73,183.82,48.45
Assam,cotton,Rabi,9.76,2425.96,211.91,49.65
Maharashtra,tea,Rabi,14.58,2360.61,73.7,38.03
Karnataka,coffee,Zaid,17.55,1287.43,89.04,34.15
Punjab,coriander,Kharif,15.51,2856.86,307.04,48.4
Maharashtra,soybean,Rabi,17.29,2158.11,162.73,45.19
Maharashtra,coriander,Rabi,8.81,697.83,148.34,32.31
Telangana,maize,Zaid,11.92,377.4,337.97,42.77
Telangana,coriander,Rabi,8.48,2726.25,174.04,45.07
West Bengal,ginger,Rabi,12.05,383.03,211.26,34.94
Telangana,cumin,Zaid,18.56,2940.36,152.18,47.0
Punjab,cotton,Zaid,6.56,2510.89,214.13,44.14
Maharashtra,sugarcane,Rabi,1.28,1390.83,111.25,85.56
