N,P,K,temperature,humidity,ph,rainfall,label
38,48,23,28.02,63.9,6.07,40.06,pulses
32,41,36,24.68,69.81,7.07,97.58,pulses
29,57,27,22.63,58.45,6.56,69.1,pulses
20,45,26,23.05,60.1,6.35,96.95,pulses
20,47,29,21.32,63.82,6.77,74.66,pulses
27,54,20,28.27,61.55,6.09,87.22,pulses
31,53,32,21.89,66.88,6.03,75.12,pulses
35,49,24,25.12,67.19,6.88,55.11,pulses
32,55,30,26.82,54.84,6.86,53.35,pulses
39,58,25,22.76,61.14,6.17,72.01,pulses
39,45,36,22.63,68.52,6.08,61.71,pulses
20,53,20,21.05,53.43,6.11,61.81,pulses
27,50,36,25.13,61.23,6.93,80.0,pulses
30,55,20,27.95,60.17,6.78,55.31,pulses
34,50,29,27.56,61.0,6.95,83.99,pulses
38,51,37,26.22,66.78,7.34,86.17,pulses
36,42,30,24.71,53.13,6.31,78.25,pulses
27,43,36,23.99,55.62,6.18,65.69,pulses
39,51,20,20.02,59.52,6.34,88.69,pulses
33,45,30,21.23,68.83,6.07,73.42,pulses
33,44,31,23.24,65.27,6.12,46.08,pulses
21,58,33,25.04,61.51,6.19,56.23,pulses
26,47,38,20.35,51.6,6.08,45.06,pulses
22,58,24,21.74,60.26,6.1,57.42,pulses
31,49,21,25.51,60.93,7.44,91.97,pulses
39,55,35,28.38,62.36,7.38,53.78,pulses
20,49,20,26.71,65.85,6.38,41.21,pulses
25,54,28,23.54,62.28,6.9,53.35,pulses
32,47,31,21.4,52.74,6.13,57.24,pulses
22,41,29,22.4,54.62,6.27,95.07,pulses
33,58,32,24.0,65.35,6.2,46.74,pulses
24,50,21,26.61,66.4,7.5,74.7,pulses
21,48,33,22.82,60.53,7.26,99.39,pulses
20,52,36,21.23,50.98,6.2,58.88,pulses
20,52,35,23.37,54.46,6.38,58.25,pulses
38,45,25,24.03,59.51,7.36,42.26,pulses
32,40,25,23.35,60.93,6.33,59.39,pulses
34,57,35,26.73,67.27,7.39,94.81,pulses
23,51,28,26.34,54.2,7.29,70.47,pulses
30,50,24,28.76,67.88,6.15,88.72,pulses
22,55,38,21.43,53.64,6.26,66.15,pulses
36,46,36,29.74,55.67,6.49,59.85,pulses
20,43,29,23.67,50.79,6.05,97.5,pulses
39,53,23,20.22,61.57,6.2,48.12,pulses
23,53,36,28.24,54.88,6.88,59.81,pulses
39,40,26,23.64,69.37,6.85,62.03,pulses
27,48,37,29.52,51.38,7.4,46.28,pulses
25,49,33,23.74,50.62,6.32,70.43,pulses
21,50,35,23.02,58.47,7.44,65.22,pulses
23,59,35,21.43,53.29,7.04,77.58,pulses
31,57,22,23.71,51.77,6.99,52.36,pulses
32,51,30,28.3,54.48,7.44,62.79,pulses
33,54,24,28.49,55.17,6.15,92.26,pulses
26,53,28,22.2,64.98,7.2,47.8,pulses
37,46,30,23.47,55.11,7.43,52.87,pulses
23,42,39,21.84,62.78,6.64,52.49,pulses
21,44,26,26.46,63.29,6.63,41.85,pulses
22,59,37,20.11,60.38,7.13,80.99,pulses
22,55,34,26.22,55.92,7.05,87.7,pulses
36,46,37,27.35,58.41,6.37,87.16,pulses
23,49,21,29.21,60.79,7.08,42.84,pulses
39,51,28,27.2,54.2,7.39,44.23,pulses
22,50,36,20.17,54.63,6.94,44.11,pulses
29,57,38,25.38,54.07,6.24,44.5,pulses
30,40,22,23.06,65.19,7.19,83.85,pulses
22,47,30,21.58,53.43,6.96,41.94,pulses
38,57,23,24.95,63.29,7.06,77.0,pulses
27,46,25,27.76,53.9,6.59,73.29,pulses
22,42,33,28.06,56.78,6.32,61.89,pulses
30,52,35,20.63,52.04,6.56,77.96,pulses
30,40,27,28.4,55.71,6.43,92.76,pulses
35,43,22,20.83,53.02,7.4,69.41,pulses
37,52,32,23.06,58.44,6.05,55.89,pulses
32,40,29,23.53,69.9,6.27,49.79,pulses
36,50,37,20.26,68.39,6.8,78.42,pulses
23,53,39,27.21,62.3,6.24,57.84,pulses
34,40,22,26.73,64.95,6.01,80.2,pulses
25,42,33,29.23,58.06,6.04,65.85,pulses
21,43,28,29.7,67.19,6.37,48.53,pulses
21,53,29,27.68,57.62,7.18,50.38,pulses
28,49,39,26.54,52.78,6.85,73.88,pulses
28,44,22,24.07,69.56,6.27,79.7,pulses
30,52,27,26.66,59.15,6.64,67.72,pulses
25,53,21,20.25,62.12,6.14,60.68,pulses
38,55,20,28.7,64.48,6.59,68.48,pulses
31,43,28,23.01,62.98,6.69,90.4,pulses
27,42,36,24.42,61.34,6.25,79.19,pulses
32,54,25,28.86,50.76,6.06,89.57,pulses
24,49,20,23.99,67.6,6.85,50.62,pulses
34,51,21,24.08,50.29,6.29,91.96,pulses
22,44,25,24.85,62.2,6.7,92.23,pulses
28,45,27,26.13,62.66,6.49,59.52,pulses
26,45,27,29.44,65.95,6.81,97.23,pulses
29,43,28,29.48,53.5,6.71,99.87,pulses
35,45,30,28.85,61.69,6.25,87.0,pulses
28,46,32,25.14,51.92,6.42,50.15,pulses
31,42,21,26.81,69.84,6.08,84.12,pulses
31,55,30,24.84,66.71,7.23,44.15,pulses
36,56,33,23.87,68.46,6.14,60.41,pulses
38,45,25,27.06,68.32,6.61,69.08,pulses
25,59,32,26.8,55.71,6.02,51.21,pulses
29,57,23,28.86,54.78,6.25,80.59,pulses
30,41,38,27.46,69.3,6.23,69.44,pulses
32,53,20,28.49,65.3,6.57,98.61,pulses
36,53,32,28.33,61.29,6.18,63.87,pulses
23,56,21,23.88,69.74,6.9,53.97,pulses
26,45,21,28.24,60.15,6.43,83.99,pulses
24,44,24,26.22,58.25,6.84,59.65,pulses
22,47,27,24.96,69.87,7.05,46.56,pulses
21,52,31,23.28,61.85,7.26,77.43,pulses
20,46,35,25.99,54.82,6.55,92.7,pulses
37,52,30,26.69,62.8,6.66,97.55,pulses
22,43,23,22.82,68.75,6.21,67.27,pulses
31,51,23,22.9,66.41,6.28,68.03,pulses
23,43,20,23.16,58.02,6.83,81.75,pulses
33,52,34,20.06,59.33,7.14,57.79,pulses
25,44,20,24.86,52.19,6.24,51.07,pulses
25,47,32,29.88,57.82,6.65,96.82,pulses
33,42,35,23.56,54.73,6.38,48.84,pulses
38,44,22,26.48,54.97,6.19,65.24,pulses
33,52,39,28.04,68.49,6.26,90.65,pulses
21,49,39,29.6,53.92,6.12,70.85,pulses
24,40,28,27.21,56.11,7.2,42.8,pulses
39,47,21,21.17,60.4,6.92,63.88,pulses
27,57,24,28.86,62.21,7.41,80.9,pulses
31,46,25,23.71,53.71,6.97,46.89,pulses
36,48,36,20.19,53.38,7.37,45.72,pulses
33,45,34,24.41,52.06,7.45,81.9,pulses
28,54,29,24.95,68.05,6.11,51.02,pulses
39,51,22,25.17,64.94,6.94,94.16,pulses
68,41,33,21.65,52.49,6.2,60.92,chilli
61,49,46,24.25,63.84,6.89,89.46,chilli
70,39,43,21.38,68.52,6.18,80.8,chilli
66,39,48,27.64,52.62,6.34,75.47,chilli
53,41,30,27.11,65.03,6.08,83.03,chilli
72,47,30,27.71,54.09,6.33,104.82,chilli
57,46,46,28.92,65.48,6.72,118.17,chilli
79,30,32,21.11,55.12,6.06,98.8,chilli
78,44,38,29.83,67.49,6.12,81.74,chilli
65,30,46,23.6,53.9,6.52,67.28,chilli
71,44,41,25.0,52.17,6.15,91.41,chilli
73,40,45,24.08,62.35,6.88,92.83,chilli
51,45,38,20.63,61.83,6.25,112.21,chilli
64,44,36,26.72,54.21,7.0,108.91,chilli
75,34,43,20.5,69.96,6.84,64.6,chilli
60,45,49,23.82,63.99,6.49,107.68,chilli
71,47,35,23.28,69.91,6.01,105.8,chilli
54,43,48,26.02,60.48,6.84,83.82,chilli
76,30,43,29.68,69.14,6.07,80.63,chilli
67,40,37,23.18,54.33,6.49,73.93,chilli
63,44,42,29.96,67.51,6.42,112.55,chilli
58,46,43,23.26,68.14,6.05,93.34,chilli
67,34,30,20.85,55.81,6.03,112.4,chilli
77,31,38,21.04,67.06,6.06,107.8,chilli
57,41,32,22.87,61.27,6.24,101.59,chilli
54,49,47,26.86,53.42,6.6,92.79,chilli
54,49,36,18.05,68.68,6.37,60.88,chilli
62,35,47,27.12,65.91,6.79,68.51,chilli
64,49,34,26.15,61.1,6.66,72.29,chilli
63,46,49,26.67,51.18,6.62,76.88,chilli
68,43,47,23.5,64.48,6.61,113.52,chilli
54,49,42,20.39,59.07,6.39,112.45,chilli
61,46,42,18.29,52.51,6.85,109.85,chilli
54,36,38,20.04,67.75,6.9,111.21,chilli
58,32,31,22.82,69.34,6.74,66.3,chilli
67,49,41,21.57,56.37,6.16,93.84,chilli
71,31,49,25.03,60.18,6.74,83.75,chilli
54,30,42,28.77,54.95,6.3,92.71,chilli
67,49,42,18.72,68.23,6.13,61.88,chilli
61,42,37,23.07,56.85,6.96,93.3,chilli
57,36,45,20.6,66.76,6.13,62.45,chilli
65,48,45,22.66,66.71,6.28,90.07,chilli
71,47,32,20.97,56.31,6.31,109.09,chilli
75,37,34,18.23,52.02,6.09,72.18,chilli
77,40,47,27.27,55.66,6.07,111.6,chilli
61,47,38,25.34,57.69,6.46,92.35,chilli
54,36,32,23.62,58.71,6.29,94.02,chilli
59,40,44,28.94,53.9,6.26,63.33,chilli
70,47,47,22.0,63.04,6.98,71.6,chilli
55,33,34,20.7,62.66,6.66,71.79,chilli
59,31,34,21.73,56.4,6.03,91.52,chilli
79,44,41,18.81,66.73,6.1,95.85,chilli
51,30,42,26.82,55.65,6.43,87.91,chilli
61,47,44,24.36,63.22,6.57,82.66,chilli
66,38,46,18.72,63.14,6.83,89.45,chilli
77,39,41,26.01,64.13,6.34,93.11,chilli
70,31,49,24.18,56.75,6.18,93.34,chilli
57,39,46,26.73,50.99,6.58,79.46,chilli
63,39,36,24.12,60.38,6.41,108.84,chilli
60,48,42,20.7,53.88,6.56,108.48,chilli
69,47,47,19.22,58.14,6.46,101.35,chilli
58,30,30,29.28,50.36,6.71,76.83,chilli
51,32,46,21.63,50.23,6.0,114.32,chilli
73,32,41,28.36,66.91,6.38,67.84,chilli
64,30,31,23.07,67.21,6.26,111.28,chilli
78,33,38,24.47,61.51,6.3,111.67,chilli
67,42,48,27.67,55.93,6.61,75.36,chilli
55,41,44,25.74,64.05,6.95,66.52,chilli
62,46,34,22.57,60.25,6.79,116.64,chilli
61,43,37,24.26,58.84,6.13,90.84,chilli
76,40,39,21.28,69.68,6.92,86.99,chilli
71,30,36,28.94,60.28,6.16,96.58,chilli
58,42,30,27.2,50.7,6.63,108.11,chilli
67,38,35,18.18,61.69,6.44,82.41,chilli
68,31,42,23.49,60.91,6.06,76.65,chilli
64,30,43,22.75,66.95,6.17,70.8,chilli
60,39,37,25.75,68.71,6.88,93.48,chilli
70,38,41,18.44,67.01,6.74,74.64,chilli
58,32,45,25.15,55.91,6.79,100.75,chilli
65,30,41,18.82,60.95,6.3,86.59,chilli
77,32,37,26.6,51.21,6.62,86.76,chilli
74,33,35,23.54,69.18,6.14,105.86,chilli
75,38,45,27.04,62.2,6.01,89.31,chilli
79,37,30,19.27,54.39,6.23,91.59,chilli
73,36,44,20.52,68.45,6.15,76.98,chilli
77,41,31,21.71,53.12,6.07,79.33,chilli
58,35,31,18.2,57.35,6.76,105.5,chilli
52,40,48,21.52,62.29,6.59,118.33,chilli
75,37,31,23.94,59.77,6.93,74.4,chilli
56,35,32,28.24,55.79,6.08,78.01,chilli
64,35,45,27.69,69.92,6.25,119.63,chilli
62,30,40,22.79,51.27,6.8,73.94,chilli
78,46,39,24.3,54.75,6.8,108.47,chilli
71,45,30,20.91,68.15,6.35,117.99,chilli
62,31,37,18.22,62.74,6.55,60.34,chilli
67,45,41,26.8,53.53,6.25,64.35,chilli
74,37,40,19.63,64.66,6.58,112.57,chilli
77,36,41,24.79,50.48,6.33,109.38,chilli
51,35,45,24.63,52.12,6.66,82.71,chilli
56,43,34,22.22,66.87,6.02,99.29,chilli
55,48,44,24.07,68.69,6.07,80.89,chilli
59,35,44,23.06,62.02,6.26,101.3,chilli
72,49,38,19.73,60.33,6.42,110.04,chilli
78,47,31,19.84,66.71,6.69,94.3,chilli
54,30,44,24.09,50.13,6.55,114.49,chilli
68,34,38,24.31,55.4,6.98,111.37,chilli
53,46,40,22.84,64.73,6.64,103.5,chilli
53,38,44,21.15,50.92,6.58,61.72,chilli
75,39,41,28.04,50.34,7.0,80.1,chilli
62,42,33,25.42,53.85,6.05,60.92,chilli
73,30,45,20.36,54.29,6.01,68.09,chilli
56,34,47,22.13,50.76,6.18,112.08,chilli
64,40,40,21.04,64.52,6.46,74.96,chilli
60,33,40,24.48,51.27,6.21,79.54,chilli
59,34,33,19.75,64.74,6.17,101.25,chilli
56,39,33,29.6,66.61,6.44,61.42,chilli
72,44,35,20.54,58.0,6.06,82.67,chilli
77,34,48,25.28,55.35,6.25,82.76,chilli
78,30,33,20.56,68.09,6.2,118.46,chilli
53,30,39,18.59,60.14,6.73,87.59,chilli
76,36,46,23.42,60.22,6.55,113.06,chilli
73,42,49,22.65,56.46,6.34,94.25,chilli
75,35,42,20.07,50.41,6.6,96.7,chilli
53,45,49,20.48,68.49,6.11,66.87,chilli
76,46,40,25.16,62.61,6.46,89.77,chilli
62,44,35,23.75,57.78,6.97,66.57,chilli
60,43,33,18.75,69.05,6.2,68.43,chilli
63,35,49,29.42,69.09,6.57,108.05,chilli
69,39,34,29.62,57.22,6.75,72.47,chilli
64,32,33,27.25,50.61,6.86,106.25,chilli
77,35,35,28.06,65.25,6.23,90.36,chilli
71,32,42,21.34,53.27,6.27,104.68,chilli
71,45,49,27.04,59.46,6.32,93.71,chilli
54,39,44,21.59,58.14,6.06,106.72,chilli
63,45,38,18.64,54.48,6.8,88.92,chilli
73,39,34,25.39,67.55,6.62,116.36,chilli
55,30,32,20.26,57.92,6.42,63.49,chilli
66,45,42,23.56,50.93,6.53,78.35,chilli
62,49,48,29.14,52.55,6.06,78.12,chilli
73,40,45,27.06,64.25,6.36,103.61,chilli
73,30,33,23.2,65.46,6.97,93.59,chilli
76,34,30,23.97,58.37,6.68,85.76,chilli
52,41,37,23.83,58.1,6.87,79.63,chilli
62,37,34,19.14,58.22,6.74,65.22,chilli
66,44,47,22.09,66.97,6.99,77.37,chilli
77,40,30,18.92,62.87,6.75,87.94,chilli
61,36,48,27.41,59.34,6.05,105.78,chilli
61,40,48,20.99,59.03,6.0,77.95,chilli
57,43,44,26.72,68.19,6.46,111.52,chilli
76,31,34,19.72,69.73,6.04,71.72,chilli
54,41,32,21.59,57.61,6.25,98.65,chilli
63,46,36,21.19,68.85,6.66,110.15,chilli
57,45,30,27.02,61.05,6.41,113.6,chilli
56,32,30,18.71,66.01,6.89,114.43,chilli
66,45,32,27.37,60.59,6.69,82.69,chilli
58,40,43,27.8,60.41,6.92,68.75,chilli
63,45,38,24.27,66.62,6.17,110.95,chilli
51,44,30,27.2,58.42,6.9,91.12,chilli
60,31,46,22.14,55.6,6.66,61.64,chilli
64,49,48,21.19,53.21,6.22,84.49,chilli
55,44,37,29.21,50.85,6.54,91.86,chilli
63,41,48,25.63,65.27,6.0,70.49,chilli
51,47,33,20.8,55.17,6.32,110.24,chilli
79,41,37,25.23,65.26,6.47,65.49,chilli
62,42,45,18.07,66.96,6.73,96.07,chilli
69,47,49,26.13,51.16,6.43,114.23,chilli
60,42,43,23.28,69.15,6.19,79.54,chilli
53,31,40,18.67,51.81,6.03,61.14,chilli
56,39,44,19.23,64.83,6.03,112.99,chilli
58,33,46,20.61,66.5,6.16,74.3,chilli
75,45,40,27.16,60.33,6.3,107.77,chilli
64,44,49,20.74,60.12,6.63,83.93,chilli
65,37,45,29.0,62.8,6.67,100.56,chilli
64,45,43,20.66,69.31,6.58,82.19,chilli
65,33,43,29.25,65.7,6.92,94.97,chilli
55,38,43,22.2,65.69,6.34,80.83,chilli
68,48,40,21.83,60.77,6.09,81.23,chilli
60,32,37,21.77,53.5,6.17,118.76,chilli
51,49,40,22.82,53.28,6.45,98.71,chilli
69,37,33,22.44,55.71,6.65,104.68,chilli
64,31,38,29.57,66.96,6.67,80.39,chilli
67,49,42,18.04,69.89,7.0,63.42,chilli
57,37,44,21.21,50.89,6.58,67.52,chilli
56,41,38,27.03,50.97,6.11,94.59,chilli
60,30,41,21.76,68.25,6.9,114.48,chilli
76,49,33,27.23,59.95,6.33,82.7,chilli
72,31,38,18.82,58.35,6.07,101.27,chilli
64,37,46,20.79,50.39,6.86,97.32,chilli
59,31,38,18.43,52.05,6.82,105.08,chilli
50,30,48,21.2,61.19,6.99,68.89,chilli
73,40,36,26.95,56.73,6.08,65.98,chilli
53,40,42,24.41,58.23,6.57,70.71,chilli
56,42,34,24.67,57.5,6.17,112.87,chilli
76,49,35,20.8,62.41,6.54,68.51,chilli
74,34,41,27.28,68.33,6.24,76.86,chilli
62,34,49,21.94,50.19,6.39,114.67,chilli
65,30,45,25.7,60.04,6.85,102.19,chilli
55,48,46,26.06,69.07,6.09,84.28,chilli
54,44,34,23.06,66.72,6.55,118.89,chilli
77,45,36,23.56,51.28,6.02,87.45,chilli
64,34,33,18.32,68.92,6.43,106.99,chilli
76,47,49,25.61,69.3,6.92,62.36,chilli
60,30,45,25.31,59.62,6.84,118.29,chilli
59,48,30,26.2,66.6,6.41,109.18,chilli
52,34,37,19.3,54.94,6.79,75.17,chilli
64,38,32,27.47,61.28,6.69,82.87,chilli
68,34,39,22.75,65.44,6.29,99.7,chilli
67,33,32,22.39,50.9,6.79,90.28,chilli
78,43,30,28.33,66.92,6.61,85.51,chilli
56,37,45,21.51,64.85,6.19,114.39,chilli
64,47,35,26.56,51.75,6.17,115.61,chilli
54,45,32,29.93,59.22,6.71,94.6,chilli
71,45,32,28.27,57.31,6.22,74.97,chilli
68,41,41,22.62,67.48,6.38,86.35,chilli
50,46,31,19.44,62.53,6.38,92.95,chilli
78,49,45,28.69,55.64,6.95,97.28,chilli
56,44,48,27.91,61.69,6.79,95.65,chilli
55,38,48,25.23,68.43,6.04,71.55,chilli
53,42,38,25.71,66.44,6.92,91.1,chilli
52,44,38,24.78,62.78,6.87,117.96,chilli
67,34,36,18.08,68.54,6.74,97.09,chilli
77,30,45,24.84,53.08,6.52,64.45,chilli
73,39,46,28.12,64.84,6.43,104.84,chilli
59,45,33,27.58,60.78,6.79,70.21,chilli
77,32,41,28.8,69.75,6.9,71.4,chilli
51,32,49,25.73,59.49,6.2,116.42,chilli
73,34,31,24.88,67.67,6.75,86.23,chilli
51,48,42,26.82,58.87,6.92,77.2,chilli
70,42,43,28.76,59.62,6.49,102.42,chilli
55,35,34,23.49,56.81,6.33,81.55,chilli
50,43,45,29.46,61.47,6.15,75.68,chilli
72,33,44,22.1,63.72,6.15,95.48,chilli
59,44,36,25.39,56.46,6.79,102.56,chilli
77,45,32,21.34,56.71,6.49,102.44,chilli
60,32,31,24.71,61.37,6.08,70.11,chilli
73,42,42,20.08,56.57,6.41,89.31,chilli
69,35,33,24.39,69.96,6.64,65.05,chilli
77,36,38,28.68,62.02,6.59,99.13,chilli
62,34,45,20.59,64.68,6.69,88.6,chilli
72,48,39,22.38,57.97,6.19,97.89,chilli
79,44,46,28.31,69.73,6.3,63.47,chilli
79,30,45,24.42,65.61,6.66,64.05,chilli
55,34,42,21.39,54.95,6.25,114.08,chilli
62,39,38,25.0,57.74,6.01,114.48,chilli
62,46,41,19.27,69.86,6.09,65.44,chilli
50,36,43,18.4,68.14,6.47,92.71,chilli
50,41,41,19.93,55.91,6.06,115.28,chilli
58,44,30,28.03,51.8,6.92,84.67,chilli
50,45,36,24.11,50.69,6.67,103.96,chilli
71,42,49,24.08,65.71,6.05,89.36,chilli
63,51,46,25.9,75.83,6.84,114.55,turmeric
77,41,45,22.12,68.22,6.91,156.1,turmeric
60,46,45,23.88,72.97,5.62,172.98,turmeric
72,58,44,22.31,65.99,6.15,133.97,turmeric
62,52,44,27.16,67.65,6.84,151.09,turmeric
72,51,41,29.92,74.14,5.61,151.81,turmeric
76,42,40,23.33,67.23,6.83,134.19,turmeric
65,57,43,26.64,70.33,6.33,103.37,turmeric
80,44,46,26.82,74.75,6.32,104.52,turmeric
82,56,40,23.64,63.9,6.52,164.78,turmeric
63,52,47,21.62,63.49,5.72,148.96,turmeric
87,43,52,23.37,79.53,5.87,179.03,turmeric
73,59,54,20.4,67.72,5.84,182.42,turmeric
88,41,53,23.25,70.19,6.25,135.01,turmeric
89,56,55,26.25,68.08,6.89,130.46,turmeric
73,48,41,23.68,79.92,6.35,102.51,turmeric
89,45,44,21.7,62.01,5.87,174.87,turmeric
61,44,53,25.97,68.53,6.65,115.09,turmeric
65,53,42,29.94,74.0,6.82,181.47,turmeric
64,58,54,20.52,65.15,6.13,157.55,turmeric
71,59,47,29.33,61.76,6.7,166.16,turmeric
80,41,56,20.62,69.56,5.98,127.63,turmeric
81,40,55,20.98,76.37,6.54,185.55,turmeric
65,52,50,25.1,62.43,6.23,186.55,turmeric
64,44,46,21.92,66.32,6.28,122.93,turmeric
61,45,59,27.1,70.82,6.84,154.23,turmeric
63,44,55,21.32,64.61,6.05,121.47,turmeric
71,49,44,23.69,73.35,6.7,179.34,turmeric
68,49,49,20.59,76.61,6.3,160.87,turmeric
78,49,43,26.63,79.26,6.76,185.27,turmeric
61,49,44,20.52,63.64,6.57,171.76,turmeric
75,47,54,28.89,76.16,6.54,187.29,turmeric
87,52,59,29.68,74.5,6.88,127.9,turmeric
79,44,46,27.31,71.81,5.97,182.9,turmeric
64,52,52,27.18,62.37,6.07,158.9,turmeric
68,51,51,27.74,73.5,6.03,177.94,turmeric
82,43,55,20.36,71.19,6.46,172.11,turmeric
76,47,53,29.06,64.58,5.81,185.27,turmeric
63,57,58,27.69,76.52,6.02,188.23,turmeric
70,54,42,26.54,77.34,6.93,189.56,turmeric
87,52,50,20.45,60.91,6.27,123.54,turmeric
84,40,52,22.06,68.3,6.95,105.24,turmeric
70,48,52,26.66,68.92,6.15,110.44,turmeric
69,52,47,22.16,60.46,5.77,120.1,turmeric
69,43,47,20.46,73.63,6.46,102.89,turmeric
75,45,42,25.49,65.33,5.78,112.84,turmeric
88,51,55,23.25,61.51,6.76,120.86,turmeric
76,43,55,23.57,68.58,6.41,197.68,turmeric
76,55,42,26.63,75.69,6.68,189.44,turmeric
89,41,46,21.64,69.13,5.97,186.15,turmeric
79,51,59,26.48,69.33,6.09,156.86,turmeric
73,56,42,27.47,72.66,6.02,104.98,turmeric
79,53,51,22.02,66.38,5.83,195.28,turmeric
88,56,45,21.53,67.0,5.67,186.81,turmeric
70,57,47,23.96,64.32,5.88,196.16,turmeric
77,52,53,25.45,66.01,6.83,146.1,turmeric
70,50,44,27.52,70.66,6.12,183.78,turmeric
86,52,46,24.76,65.34,6.69,181.2,turmeric
60,58,47,23.93,68.72,5.75,133.45,turmeric
64,43,55,26.87,60.85,5.66,163.3,turmeric
87,52,47,21.84,62.82,6.12,124.83,turmeric
71,50,48,20.3,67.55,6.97,167.52,turmeric
76,53,40,21.26,69.39,6.34,107.43,turmeric
70,53,44,25.72,74.01,5.52,127.46,turmeric
81,41,49,24.56,77.38,6.0,195.06,turmeric
80,53,40,28.69,62.28,5.92,121.9,turmeric
72,57,59,25.46,66.0,6.49,173.31,turmeric
72,50,43,26.69,61.97,6.91,158.99,turmeric
87,56,59,26.8,60.53,5.71,104.23,turmeric
72,49,43,20.27,63.0,5.64,105.48,turmeric
82,46,41,27.73,64.82,6.72,137.4,turmeric
87,44,41,26.02,64.22,6.46,193.82,turmeric
86,41,56,20.23,70.02,6.76,100.16,turmeric
75,44,52,21.57,73.23,6.15,144.31,turmeric
70,46,45,28.73,79.36,6.91,153.3,turmeric
69,56,47,20.04,77.2,6.33,115.57,turmeric
65,49,45,27.04,63.39,5.91,112.63,turmeric
63,55,43,27.86,67.28,6.46,191.32,turmeric
77,53,44,24.92,73.44,6.6,114.11,turmeric
85,42,53,26.47,63.55,6.83,122.47,turmeric
68,43,51,26.09,63.47,5.95,158.38,turmeric
81,45,58,26.13,73.28,6.06,149.47,turmeric
69,50,44,29.39,69.47,6.18,170.32,turmeric
79,45,59,20.09,69.08,6.13,111.55,turmeric
87,53,42,21.2,75.05,6.76,124.55,turmeric
65,55,47,26.42,74.52,5.56,161.91,turmeric
72,58,58,29.27,78.85,6.44,120.6,turmeric
63,52,59,20.26,68.04,6.88,134.81,turmeric
77,54,47,22.15,76.34,5.62,148.62,turmeric
63,59,54,26.91,74.19,6.88,175.35,turmeric
73,51,50,28.36,79.82,5.98,182.59,turmeric
68,49,57,23.74,60.03,6.03,153.96,turmeric
73,41,56,26.72,76.47,6.46,184.05,turmeric
86,41,52,24.32,70.38,5.67,125.79,turmeric
61,47,54,20.77,74.92,5.86,196.73,turmeric
72,58,40,23.19,70.17,5.57,148.46,turmeric
69,51,52,27.86,68.24,6.63,198.49,turmeric
80,43,56,22.12,63.48,5.93,144.46,turmeric
82,45,56,25.34,62.21,5.64,139.61,turmeric
75,41,54,29.23,63.04,6.37,189.73,turmeric
79,43,53,22.29,61.92,5.67,115.27,turmeric
70,46,42,29.11,79.69,6.92,149.94,turmeric
60,47,58,20.12,70.34,6.62,190.53,turmeric
74,58,40,20.95,68.28,5.79,130.54,turmeric
88,44,53,26.73,75.62,5.95,129.03,turmeric
86,47,59,28.09,75.87,6.8,117.54,turmeric
76,48,50,20.35,60.12,5.51,147.52,turmeric
84,52,58,24.35,75.23,5.56,101.29,turmeric
75,49,42,20.37,64.52,6.49,196.05,turmeric
61,42,58,21.88,76.58,5.81,182.75,turmeric
80,48,47,20.57,68.36,5.59,115.41,turmeric
78,48,51,26.49,63.69,6.29,160.39,turmeric
84,49,40,25.46,63.47,6.67,165.61,turmeric
71,40,57,25.6,72.42,6.25,128.8,turmeric
68,48,59,23.99,78.29,6.62,116.3,turmeric
65,57,40,25.35,69.23,5.71,118.5,turmeric
82,49,50,29.06,67.12,5.91,196.41,turmeric
86,46,53,29.78,79.74,5.99,117.19,turmeric
67,47,40,26.61,76.27,6.52,131.15,turmeric
70,58,48,27.44,68.17,5.85,130.28,turmeric
69,41,50,22.5,60.76,6.86,147.97,turmeric
80,46,58,26.17,73.82,6.45,113.64,turmeric
67,43,40,28.82,74.31,6.22,193.58,turmeric
88,45,43,24.46,63.42,5.94,118.72,turmeric
81,55,55,22.7,77.52,5.67,168.38,turmeric
67,49,54,29.22,77.99,6.67,125.52,turmeric
85,49,42,28.29,79.87,5.9,122.65,turmeric
66,49,44,24.53,63.5,6.4,151.2,turmeric
79,48,53,20.19,63.38,6.93,190.01,turmeric
74,59,50,27.08,79.73,6.62,163.99,turmeric
71,46,50,26.84,63.3,6.03,129.37,turmeric
81,51,47,26.93,76.44,5.98,195.13,turmeric
65,50,45,22.82,74.55,6.9,130.84,turmeric
89,51,49,29.46,69.14,6.64,160.09,turmeric
63,43,58,24.51,60.91,6.38,115.93,turmeric
65,46,56,20.32,70.67,6.88,153.02,turmeric
84,40,54,20.39,66.51,6.38,197.05,turmeric
60,52,48,25.7,60.24,6.73,123.07,turmeric
60,50,46,28.85,67.01,6.59,173.5,turmeric
85,47,49,27.72,62.65,6.39,132.39,turmeric
86,49,45,22.78,74.01,5.9,111.01,turmeric
81,51,59,24.48,75.59,6.01,113.67,turmeric
88,55,41,22.5,60.98,6.13,147.86,turmeric
73,44,54,27.72,74.82,6.15,168.47,turmeric
65,47,42,25.47,64.9,6.41,164.96,turmeric
67,51,41,27.22,67.66,6.92,101.88,turmeric
60,49,59,25.23,72.38,6.28,155.11,turmeric
85,40,43,21.07,77.16,6.14,148.93,turmeric
77,44,46,29.32,69.39,6.29,117.26,turmeric
71,46,40,20.95,62.72,6.45,169.29,turmeric
79,42,53,20.5,77.94,6.36,198.65,turmeric
